0.6009389671361502	2069	2200
0.6009852216748769	2103	2575
0.6009852216748769	2237	2507
0.601010101010101	2040	2520
0.6010362694300518	2237	2275
0.6010362694300518	2352	2521
0.6010362694300518	2139	2556
0.601063829787234	2108	2485
0.601063829787234	2112	2307
0.601063829787234	1997	2638
0.601063829787234	2308	2495
0.6010928961748634	1997	2020
0.6010928961748634	2121	2646
0.601123595505618	2046	2550
0.6017699115044248	1078	1610
0.6019900497512438	2069	2095
0.6019900497512438	1946	2556
0.6019900497512438	2104	2575
0.6019900497512438	2115	2184
0.6020408163265306	2521	2553
0.6020408163265306	2084	2630
0.6020408163265306	2033	2575
0.6020408163265306	1997	2395
0.6020942408376964	2077	2271
0.6020942408376964	2033	2216
0.6021505376344086	2356	2484
0.6021505376344086	2352	2467
0.6025641025641025	1972	2365
0.6028708133971292	2526	2546
0.6029411764705882	2339	2495
0.6029411764705882	2109	2150
0.6029411764705882	2001	2202
0.6030927835051546	2077	2615
0.6030927835051546	2423	2430
0.6031746031746031	2083	2308
0.6031746031746031	1997	2069
0.6032608695652174	2121	2485
0.6032608695652174	2212	2257
0.6033519553072626	2212	2359
0.603448275862069	1929	2165
0.603448275862069	2216	2430
0.6037735849056604	2770	2970
0.6040609137055838	2184	2467
0.6040609137055838	2093	2334
0.6041666666666666	1986	2005
0.6041666666666666	2165	2326
0.6041666666666666	1382	1848
0.6041666666666666	2261	2395
0.6042780748663101	2115	2578
0.6042780748663101	2112	2212
0.6042780748663101	2276	2430
0.6043956043956044	2063	2504
0.6043956043956044	1929	2063
0.6045197740112994	2216	2654
0.6048780487804878	1971	1986
0.6049382716049383	2086	2237
0.605	2348	2404
0.6050955414012739	2165	2506
0.6051282051282051	2043	2386
0.6052631578947368	2095	2348
0.6052631578947368	2086	2124
0.6052631578947368	2086	2460
0.6054054054054054	2108	2216
0.6054054054054054	2046	2278
0.6054054054054054	2086	2549
0.6056338028169014	1973	1991
0.6056338028169014	2560	2575
0.6057142857142858	2485	2546
0.6059113300492611	1946	2646
0.6059322033898306	2266	2495
0.6060606060606061	2329	2521
0.6060606060606061	3553	3850
0.6060606060606061	1966	2122
0.6060606060606061	1985	2433
0.6062176165803109	2033	2485
0.6062176165803109	2430	2619
0.60625	2241	2510
0.6063348416289592	2037	2339
0.6063829787234043	2485	2559
0.6065573770491803	2020	2086
0.6067415730337079	2359	2386
0.6069651741293532	2395	2546
0.6071428571428571	3608	3835
0.6073298429319371	2109	2356
0.6073298429319371	2575	2638
0.6074766355140186	1986	2428
0.6075268817204301	2020	2063
0.6076555023923444	1983	2485
0.6077348066298343	2482	2556
0.6077348066298343	2121	2216
0.6077348066298343	2212	2504
0.6077348066298343	2046	2069
0.6077348066298343	2005	2115
0.6077348066298343	1929	2212
0.6078431372549019	2556	2590
0.6080402010050251	2201	2623
0.6080402010050251	2077	2188
0.6081871345029239	2115	2386
0.6081871345029239	2469	2539
0.6081871345029239	1793	1902
0.6082474226804123	2253	2299
0.6082474226804123	2093	2109
0.6082474226804123	2063	2140
0.6084656084656085	2020	2430
0.6084656084656085	2115	2374
0.6084656084656085	2460	2646
0.6084656084656085	2020	2122
0.6086956521739131	576	670
0.6086956521739131	3498	3608
0.6086956521739131	2131	2646
0.6086956521739131	2446	2469
0.6086956521739131	1997	2446
0.6086956521739131	2261	2363
0.6086956521739131	469	509
0.6086956521739131	595	665
0.6086956521739131	576	599
0.6089108910891089	1966	2408
0.6089108910891089	2040	2630
0.6089108910891089	2404	2561
0.6089385474860335	1997	2408
0.6089743589743589	2046	2165
0.6091370558375635	1971	2063
0.6091954022988506	1929	2261
0.6091954022988506	2216	2433
0.6091954022988506	2063	2386
0.609375	2095	2561
0.609375	2423	2546
0.609375	2495	2578
0.609375	2278	2469
0.6094674556213018	1925	2433
0.6095238095238096	2063	2369
0.6096256684491979	2257	2430
0.6097560975609756	1983	2556
0.6098901098901099	2108	2261
0.6098901098901099	2077	2363
0.6098901098901099	2308	2485
0.6102564102564103	2261	2275
0.6102564102564103	2276	2482
0.6105263157894737	2271	2484
0.6105263157894737	2495	2549
0.6105263157894737	2122	2482
0.6105263157894737	2261	2354
0.6105769230769231	1983	2115
0.6106194690265486	412	497
0.6106870229007634	1104	1459
0.6108108108108108	2467	2655
0.6108108108108108	2261	2460
0.6108374384236454	2253	2404
0.6111111111111112	2118	2556
0.6111111111111112	357	380
0.6111111111111112	636	654
0.6111111111111112	2237	2638
0.6113989637305699	1986	2020
0.6113989637305699	2109	2381
0.6113989637305699	2467	2500
0.6116504854368932	1983	2216
0.6117021276595744	2386	2619
0.6117021276595744	2261	2278
0.6117021276595744	2356	2556
0.6118721461187214	2430	2611
0.6119402985074627	2154	2619
0.6119402985074627	2077	2088
0.6119402985074627	2006	2640
0.6120218579234973	2276	2521
0.6121212121212121	2077	2539
0.6122448979591837	2121	2551
0.6122448979591837	1997	2104
0.6122448979591837	2040	2578
0.6123595505617978	1997	2573
0.612565445026178	1986	2561
0.6127450980392157	2103	2495
0.6127450980392157	2244	2261
0.6129032258064516	1363	1568
0.6129032258064516	1232	1363
0.6129032258064516	2086	2108
0.6129032258064516	1997	2520
0.6130653266331658	1943	2261
0.6132596685082873	2359	2495
0.6132596685082873	1929	2521
0.6134020618556701	2045	2485
0.6134020618556701	1979	2485
0.6134969325153374	2237	2386
0.6135265700483091	1983	1997
0.6138613861386139	2040	2043
0.6140350877192983	2469	2521
0.6141304347826086	2074	2469
0.6141304347826086	2482	2485
0.6142131979695431	2376	2386
0.6142131979695431	1918	2253
0.6144578313253012	1082	1636
0.6145833333333334	2257	2561
0.6145833333333334	2005	2561
0.6145833333333334	2043	2115
0.6146341463414634	2331	2521
0.6146341463414634	2331	2575
0.6149068322981367	1945	2180
0.6149425287356322	2623	2654
0.6149425287356322	2212	2307
0.6149732620320856	2257	2433
0.615	2520	2551
0.615	2190	2561
0.615	2216	2601
0.6153846153846154	2467	2593
0.6153846153846154	2115	2370
0.6153846153846154	3819	3871
0.6153846153846154	725	789
0.6153846153846154	2077	2433
0.6153846153846154	3871	3892
0.6153846153846154	1371	1493
0.6153846153846154	2299	2482
0.6153846153846154	2253	2551
0.6153846153846154	975	1120
0.6153846153846154	2069	2359
0.6157635467980296	2121	2404
0.6157635467980296	2404	2551
0.6157635467980296	2261	2309
0.6157894736842106	2083	2482
0.6157894736842106	2083	2154
0.6157894736842106	2354	2467
0.615819209039548	2430	2539
0.6161616161616161	2040	2655
0.6164383561643836	1066	1751
0.616504854368932	2040	2500
0.616580310880829	2115	2381
0.616580310880829	2546	2655
0.616580310880829	2140	2521
0.6166666666666667	2504	2539
0.6167664670658682	2046	2433
0.6170212765957447	2386	2520
0.6170212765957447	2086	2374
0.6170212765957447	2169	2241
0.6173469387755102	1979	2307
0.6173469387755102	2074	2561
0.6174863387978142	2165	2374
0.6174863387978142	2467	2638
0.6176470588235294	1314	1568
0.6176470588235294	2539	2601
0.6178010471204188	2359	2550
0.6178010471204188	2115	2630
0.6178010471204188	2460	2539
0.6178010471204188	2063	2374
0.6179775280898876	2074	2484
0.6179775280898876	2408	2469
0.6179775280898876	2115	2573
0.6180904522613065	1918	2446
0.6180904522613065	2354	2495
0.6182795698924731	2154	2521
0.6182795698924731	2086	2423
0.6185567010309279	1918	2408
0.6185567010309279	2521	2630
0.6185567010309279	2308	2551
0.6185567010309279	2124	2495
0.6187845303867403	1997	2370
0.6188118811881188	1979	2348
0.6188118811881188	2124	2551
0.6190476190476191	1316	1848
0.6190476190476191	2538	2583
0.6190476190476191	1971	2467
0.6190476190476191	2257	2348
0.6190476190476191	2423	2521
0.6192893401015228	2556	2564
0.6195652173913043	2122	2573
0.6195652173913043	2121	2539
0.6195652173913043	2446	2485
0.6196319018404908	1997	2261
0.6197916666666666	2122	2559
0.6197916666666666	2083	2578
0.6197916666666666	2430	2559
0.62	2271	2546
0.62	2086	2624
0.6201923076923077	2561	2600
0.6203208556149733	2308	2433
0.6203703703703703	1986	2324
0.6204379562043796	1948	2180
0.6206896551724138	2086	2122
0.6206896551724138	2150	2485
0.6206896551724138	1997	2359
0.6208530805687204	2240	2575
0.6208791208791209	2370	2485
0.6208791208791209	2299	2539
0.6208791208791209	2112	2469
0.6208791208791209	1929	2546
0.6210526315789474	2212	2352
0.6210526315789474	2299	2408
0.6212121212121212	2045	2495
0.6212121212121212	1986	2190
0.6212121212121212	1971	2495
0.621301775147929	2046	2348
0.6213592233009708	2257	2395
0.6213592233009708	1918	2037
0.6216216216216216	1314	1452
0.6216216216216216	2308	2546
0.6216216216216216	1997	2559
0.6216216216216216	992	1137
0.6216216216216216	2154	2539
0.6216216216216216	2095	2122
0.6216216216216216	2109	2423
0.6217616580310881	2212	2553
0.6217616580310881	2278	2386
0.6217616580310881	2046	2601
0.6217948717948718	2032	2052
0.6218905472636815	1938	2485
0.622093023255814	2386	2539
0.6222222222222222	1495	1742
0.6223175965665236	1985	2276
0.6223404255319149	2546	2549
0.6223404255319149	2083	2121
0.6225490196078431	2184	2495
0.6225490196078431	1979	2561
0.6226415094339622	1914	1957
0.6229508196721312	2115	2446
0.6229508196721312	2109	2550
0.6231155778894473	1984	2495
0.6231155778894473	2404	2408
0.6231155778894473	2030	2086
0.6231884057971014	2284	2640
0.6231884057971014	2180	2196
0.6235955056179775	2216	2308
0.6236559139784946	2121	2546
0.6236559139784946	2446	2521
0.6236559139784946	1918	2307
0.6237113402061856	2043	2521
0.6237113402061856	2257	2482
0.6237113402061856	1984	2485
0.6237623762376238	2030	2063
0.6237623762376238	2095	2278
0.6238095238095238	2324	2546
0.6238095238095238	2037	2655
0.6243093922651933	2261	2559
0.6243386243386243	2433	2482
0.6243386243386243	2005	2573
0.6243654822335025	2308	2619
0.625	725	802
0.625	86	131
0.625	3513	3716
0.625	2997	3028
0.625	2007	2068
0.625	2359	2573
0.625	3013	3058
0.625	2022	2645
0.625	1929	2469
0.625	3766	3920
0.625	2229	2546
0.625	2933	3155
0.625	2982	3311
0.625	3739	3857
0.625	1260	1310
0.625	2216	2395
0.625	985	1759
0.625	1108	1732
0.625	1434	1905
0.625	919	1848
0.625	1917	2109
0.625	3857	3912
0.625	2290	2575
0.625	3723	3925
0.6256410256410256	2104	2115
0.6256410256410256	2257	2550
0.6256684491978609	2212	2619
0.6256684491978609	1997	2460
0.6256983240223464	2386	2573
0.6256983240223464	2046	2374
0.6256983240223464	1929	2539
0.6258064516129033	1330	1902
0.6261682242990654	2307	2611
0.6262626262626263	2275	2485
0.6262626262626263	2154	2550
0.6263157894736842	2374	2575
0.6264367816091954	1925	2020
0.6265060240963856	1997	2469
0.6265060240963856	1431	1707
0.6265060240963856	1953	2359
0.6268656716417911	1102	1824
0.6268656716417911	1927	1998
0.6269430051813472	2095	2482
0.6269430051813472	2112	2276
0.6270270270270271	2093	2237
0.6272189349112426	1997	2539
0.6274509803921569	1108	1245
0.6274509803921569	1943	2539
0.6275510204081632	2108	2257
0.6275510204081632	2033	2430
0.6275510204081632	1918	2370
0.6275510204081632	2276	2520
0.6276595744680851	2520	2521
0.628140703517588	2376	2495
0.628140703517588	1984	2122
0.628140703517588	2040	2356
0.628140703517588	2257	2460
0.6284153005464481	2348	2433
0.6287128712871287	2109	2188
0.6288659793814433	2045	2212
0.6288659793814433	2095	2550
0.6290322580645161	2504	2573
0.6290322580645161	2573	2654
0.6292134831460674	2299	2469
0.6292134831460674	2261	2549
0.6294416243654822	2043	2083
0.6294416243654822	2271	2521
0.6294416243654822	2069	2408
0.6296296296296297	1986	2299
0.6296296296296297	2546	2578
0.6296296296296297	3608	3636
0.63	2352	2551
0.6302083333333334	2539	2553
0.6302083333333334	1962	2077
0.6302083333333334	2046	2201
0.6302083333333334	2124	2546
0.6302083333333334	2370	2561
0.6303317535545023	1993	2063
0.6305418719211823	2073	2115
0.6307692307692307	1966	2430
0.6307692307692307	2467	2624
0.6308724832214765	2241	2461
0.6309523809523809	1298	1576
0.6310160427807486	2539	2559
0.631578947368421	2006	2633
0.631578947368421	2170	2515
0.631578947368421	2426	2515
0.6318407960199005	2200	2561
0.6318407960199005	1943	2086
0.6318681318681318	2122	2654
0.6324324324324324	2074	2212
0.6324324324324324	2237	2409
0.6326530612244898	2040	2190
0.6326530612244898	2180	2463
0.6326530612244898	2063	2395
0.6326530612244898	2601	2623
0.6328502415458938	2433	2526
0.6329787234042553	2069	2386
0.6329787234042553	2139	2261
0.6329787234042553	2352	2386
0.6331360946745562	2261	2433
0.6331658291457286	2220	2467
0.6331658291457286	2278	2654
0.6333333333333333	1986	2601
0.6333333333333333	2077	2655
0.6333333333333333	2115	2410
0.6336633663366337	2037	2253
0.6338797814207651	2063	2121
0.6338797814207651	2469	2578
0.634020618556701	2093	2212
0.634020618556701	2356	2495
0.634020618556701	2112	2253
0.634020618556701	2212	2354
0.6341463414634146	1137	1787
0.6341463414634146	2073	2539
0.6341463414634146	2069	2363
0.6342592592592593	2074	2526
0.6342857142857142	1929	1997
0.6344086021505376	2482	2546
0.6345177664974619	1986	2460
0.6346153846153846	2040	2624
0.635	2115	2428
0.6354166666666666	2043	2212
